"Min,Max,Modal Price from Karnataka[Green Gram (Moong)(Whole)] from 01-Jan-2017To31-Dec-2017 (Total-3526) (Total-3526)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
1921,Bidar,Humanabad,Green Gram (Moong)(Whole),Green (Whole),FAQ,4000,4400,4200,1-Jan-17
459,Bangalore,Bangalore,Green Gram (Moong)(Whole),Green (Whole),FAQ,5500,7000,6250,2-Jan-17
619,Bidar,Basava Kalayana,Green Gram (Moong)(Whole),Green (Whole),FAQ,2800,4400,3801,2-Jan-17
777,Bidar,Bhalki,Green Gram (Moong)(Whole),Green (Whole),Medium,4000,4601,4410,2-Jan-17
917,Bidar,Bidar,Green Gram (Moong)(Whole),Green (Whole),FAQ,4250,4875,4475,2-Jan-17
1145,Dharwad,Dharwar,Green Gram (Moong)(Whole),Green (Whole),FAQ,4500,4500,4500,2-Jan-17
1383,Gadag,Gadag,Green Gram (Moong)(Whole),Green (Whole),FAQ,3000,5039,4667,2-Jan-17
1634,Gulbarga,Gulbarga,Green Gram (Moong)(Whole),Green (Whole),FAQ,4152,4955,4475,2-Jan-17
1888,Dharwad,Hubli (Amaragol),Green Gram (Moong)(Whole),Green (Whole),FAQ,3809,4549,4162,2-Jan-17
1982,Koppal,Koppal,Green Gram (Moong)(Whole),Medium,FAQ,3519,5919,4490,2-Jan-17
2182,Gadag,Laxmeshwar,Green Gram (Moong)(Whole),Green (Whole),FAQ,2165,4988,4245,2-Jan-17
2584,Gadag,Nargunda,Green Gram (Moong)(Whole),Green (Whole),Medium,4586,4900,4595,2-Jan-17
2751,Gadag,Rona,Green Gram (Moong)(Whole),Green (Whole),FAQ,2672,5100,4891,2-Jan-17
2773,Haveri,Savanur,Green Gram (Moong)(Whole),Green (Whole),FAQ,3471,4329,4043,2-Jan-17
3256,Belgaum,Soundati,Green Gram (Moong)(Whole),Green (Whole),FAQ,4900,4900,4900,2-Jan-17
63,Belgaum,Athani,Green Gram (Moong)(Whole),Green (Whole),FAQ,4510,8200,4510,3-Jan-17
205,Bagalkot,Bagalakot,Green Gram (Moong)(Whole),Green (Whole),Medium,3129,4911,3837,3-Jan-17
458,Bangalore,Bangalore,Green Gram (Moong)(Whole),Green (Whole),FAQ,5500,7000,6250,3-Jan-17
618,Bidar,Basava Kalayana,Green Gram (Moong)(Whole),Green (Whole),FAQ,3200,4400,4200,3-Jan-17
916,Bidar,Bidar,Green Gram (Moong)(Whole),Green (Whole),FAQ,4311,4681,4500,3-Jan-17
1382,Gadag,Gadag,Green Gram (Moong)(Whole),Green (Whole),FAQ,3856,5077,4791,3-Jan-17
1633,Gulbarga,Gulbarga,Green Gram (Moong)(Whole),Green (Whole),FAQ,4152,4808,4675,3-Jan-17
1887,Dharwad,Hubli (Amaragol),Green Gram (Moong)(Whole),Green (Whole),FAQ,3276,4746,4242,3-Jan-17
2181,Gadag,Laxmeshwar,Green Gram (Moong)(Whole),Green (Whole),FAQ,4438,4438,4438,3-Jan-17
2583,Gadag,Nargunda,Green Gram (Moong)(Whole),Green (Whole),Medium,4800,8350,4883,3-Jan-17
2667,Raichur,Raichur,Green Gram (Moong)(Whole),Green (Whole),FAQ,3059,3059,3059,3-Jan-17
3255,Belgaum,Soundati,Green Gram (Moong)(Whole),Green (Whole),FAQ,4600,4925,4720,3-Jan-17
3426,Gulbarga,Yadgir,Green Gram (Moong)(Whole),Green (Whole),FAQ,3869,4650,4470,3-Jan-17
27,Dharwad,Annigeri,Green Gram (Moong)(Whole),Green (Whole),FAQ,4000,4500,4450,4-Jan-17
457,Bangalore,Bangalore,Green Gram (Moong)(Whole),Green (Whole),FAQ,3000,4000,3500,4-Jan-17
617,Bidar,Basava Kalayana,Green Gram (Moong)(Whole),Green (Whole),FAQ,4000,4550,4450,4-Jan-17
776,Bidar,Bhalki,Green Gram (Moong)(Whole),Green (Whole),Medium,4010,4475,4100,4-Jan-17
915,Bidar,Bidar,Green Gram (Moong)(Whole),Green (Whole),FAQ,4350,4646,4500,4-Jan-17
1144,Dharwad,Dharwar,Green Gram (Moong)(Whole),Green (Whole),FAQ,4140,4800,4575,4-Jan-17
1381,Gadag,Gadag,Green Gram (Moong)(Whole),Green (Whole),FAQ,3058,5159,4857,4-Jan-17
1632,Gulbarga,Gulbarga,Green Gram (Moong)(Whole),Green (Whole),FAQ,3808,4852,4404,4-Jan-17
1886,Dharwad,Hubli (Amaragol),Green Gram (Moong)(Whole),Green (Whole),FAQ,4226,4656,4429,4-Jan-17
1920,Bidar,Humanabad,Green Gram (Moong)(Whole),Green (Whole),FAQ,4200,4500,4400,4-Jan-17
2180,Gadag,Laxmeshwar,Green Gram (Moong)(Whole),Green (Whole),FAQ,4389,4628,4568,4-Jan-17
2750,Gadag,Rona,Green Gram (Moong)(Whole),Green (Whole),FAQ,3399,3572,3490,4-Jan-17
2870,Gulbarga,Sedam,Green Gram (Moong)(Whole),Green (Whole),FAQ,4400,4400,4400,4-Jan-17
3110,Shimoga,Shimoga,Green Gram (Moong)(Whole),Green (Whole),FAQ,6000,6500,6250,4-Jan-17
3254,Belgaum,Soundati,Green Gram (Moong)(Whole),Green (Whole),FAQ,4400,5000,4785,4-Jan-17
3526,Koppal,Yalburga,Green Gram (Moong)(Whole),Green (Whole),FAQ,4420,4500,4460,4-Jan-17
456,Bangalore,Bangalore,Green Gram (Moong)(Whole),Green (Whole),FAQ,5500,6500,6000,5-Jan-17
775,Bidar,Bhalki,Green Gram (Moong)(Whole),Green (Whole),Medium,4000,4650,4501,5-Jan-17
914,Bidar,Bidar,Green Gram (Moong)(Whole),Green (Whole),FAQ,4350,4711,4500,5-Jan-17
1143,Dharwad,Dharwar,Green Gram (Moong)(Whole),Green (Whole),FAQ,4500,4650,4603,5-Jan-17
1380,Gadag,Gadag,Green Gram (Moong)(Whole),Green (Whole),FAQ,3520,6611,4847,5-Jan-17
1631,Gulbarga,Gulbarga,Green Gram (Moong)(Whole),Green (Whole),FAQ,3808,4852,4404,5-Jan-17
1635,Gulbarga,Gulburga(Jhevargi),Green Gram (Moong)(Whole),Green (Whole),FAQ,4100,4311,4100,5-Jan-17
1885,Dharwad,Hubli (Amaragol),Green Gram (Moong)(Whole),Green (Whole),FAQ,4327,4634,4477,5-Jan-17
1981,Koppal,Koppal,Green Gram (Moong)(Whole),Medium,FAQ,3711,3873,3818,5-Jan-17
2179,Gadag,Laxmeshwar,Green Gram (Moong)(Whole),Green (Whole),FAQ,4648,4648,4648,5-Jan-17
