"Min,Max,Modal Price from Karnataka[Onion] from 01-Jan-2008To31-Dec-2019 (Total-50192) (Total-50192)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
787,Bagalkot,Bagalakot,Onion,Onion,Medium,100,800,500,1-Jan-19
2029,Bangalore,Bangalore,Onion,Local,FAQ,600,800,700,1-Jan-19
2030,Bangalore,Bangalore,Onion,Puna,FAQ,800,1400,1100,1-Jan-19
17501,Kolar,Chickkaballapura,Onion,Beelary-Red,FAQ,1200,1500,1350,1-Jan-19
20571,Davangere,Davangere,Onion,Onion,FAQ,300,1100,700,1-Jan-19
23364,Bangalore,Doddaballa Pur,Onion,Onion,FAQ,1000,1800,1400,1-Jan-19
23624,Gadag,Gadag,Onion,Onion,FAQ,50,800,400,1-Jan-19
27818,Bellary,Hospet,Onion,Local,FAQ,700,950,800,1-Jan-19
29902,Dharwad,Hubli (Amaragol),Onion,Local,FAQ,100,1070,560,1-Jan-19
29903,Dharwad,Hubli (Amaragol),Onion,Puna,FAQ,200,1400,800,1-Jan-19
29904,Dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,100,1050,530,1-Jan-19
40150,Mysore,Mysore (Bandipalya),Onion,Other,FAQ,600,1200,900,1-Jan-19
42659,Raichur,Raichur,Onion,Onion,FAQ,480,950,728,1-Jan-19
48212,Tumkur,Tumkur,Onion,Other,FAQ,900,1400,1100,1-Jan-19
1261,Chikmagalur,Bagepalli,Onion,Onion,FAQ,800,1100,980,2-Jan-19
2027,Bangalore,Bangalore,Onion,Local,FAQ,600,800,700,2-Jan-19
2028,Bangalore,Bangalore,Onion,Puna,FAQ,800,1400,1100,2-Jan-19
10674,Belgaum,Belgaum,Onion,White,FAQ,700,1600,1200,2-Jan-19
10675,Belgaum,Belgaum,Onion,Pusa-Red,FAQ,600,1500,1100,2-Jan-19
20570,Davangere,Davangere,Onion,Onion,FAQ,300,1200,750,2-Jan-19
23363,Bangalore,Doddaballa Pur,Onion,Onion,FAQ,1200,1800,1500,2-Jan-19
23623,Gadag,Gadag,Onion,Onion,FAQ,100,900,450,2-Jan-19
25928,Hassan,Hassan,Onion,Other,FAQ,600,1100,990,2-Jan-19
27817,Bellary,Hospet,Onion,Local,FAQ,500,950,800,2-Jan-19
29899,Dharwad,Hubli (Amaragol),Onion,Local,FAQ,100,1000,540,2-Jan-19
29900,Dharwad,Hubli (Amaragol),Onion,Puna,FAQ,200,1500,840,2-Jan-19
29901,Dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,180,1100,560,2-Jan-19
49636,Udupi,Udupi,Onion,Onion,FAQ,1100,1300,1200,2-Jan-19
2025,Bangalore,Bangalore,Onion,Local,FAQ,600,800,700,3-Jan-19
2026,Bangalore,Bangalore,Onion,Puna,FAQ,800,1400,1100,3-Jan-19
10672,Belgaum,Belgaum,Onion,White,FAQ,700,1600,1200,3-Jan-19
10673,Belgaum,Belgaum,Onion,Pusa-Red,FAQ,600,1500,1100,3-Jan-19
