"Min,Max,Modal Price from Karnataka[Onion] from 01-Jan-2008To31-Dec-2019 (Total-50192) (Total-50192)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
8860,Bangalore,Bangalore,Onion,Onion,FAQ,500,2400,1450,1-Jan-10
14878,Belgaum,Belgaum,Onion,White,FAQ,300,2000,1500,1-Jan-10
14879,Belgaum,Belgaum,Onion,Pusa-Red,FAQ,250,2500,1650,1-Jan-10
19986,Chikmagalur,Chikkamagalore,Onion,Other,FAQ,1600,2000,1800,1-Jan-10
22709,Davangere,Davangere,Onion,Onion,Medium,800,1500,1150,1-Jan-10
22710,Davangere,Davangere,Onion,Onion,FAQ,800,1500,1150,1-Jan-10
24574,Kolar,Gowribidanoor,Onion,Beelary-Red,FAQ,1100,1200,1150,1-Jan-10
35209,Dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1500,1200,1-Jan-10
35210,Dharwad,Hubli (Amaragol),Onion,Puna,FAQ,300,2000,1600,1-Jan-10
35211,Dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,150,1800,1300,1-Jan-10
41887,Mysore,Mysore (Bandipalya),Onion,Other,FAQ,1600,2000,1800,1-Jan-10
44649,Raichur,Raichur,Onion,Onion,Small,800,1680,1200,1-Jan-10
44650,Raichur,Raichur,Onion,Onion,FAQ,800,1680,1200,1-Jan-10
49272,Tumkur,Tumkur,Onion,Other,Medium,850,2000,1800,1-Jan-10
8859,Bangalore,Bangalore,Onion,Onion,FAQ,500,2000,1250,2-Jan-10
14876,Belgaum,Belgaum,Onion,White,FAQ,300,1700,1500,2-Jan-10
14877,Belgaum,Belgaum,Onion,Pusa-Red,FAQ,280,2400,1600,2-Jan-10
18354,Kolar,Chickkaballapura,Onion,Beelary-Red,FAQ,1000,2000,1500,2-Jan-10
19985,Chikmagalur,Chikkamagalore,Onion,Other,FAQ,1465,1865,1665,2-Jan-10
22708,Davangere,Davangere,Onion,Onion,Medium,600,1800,1200,2-Jan-10
35206,Dharwad,Hubli (Amaragol),Onion,Local,FAQ,250,1870,1060,2-Jan-10
35207,Dharwad,Hubli (Amaragol),Onion,Puna,FAQ,600,2000,1300,2-Jan-10
35208,Dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,400,2100,1250,2-Jan-10
39476,Udupi,Kundapura,Onion,Onion,FAQ,1800,2200,2000,2-Jan-10
41886,Mysore,Mysore (Bandipalya),Onion,Other,FAQ,1600,2000,1800,2-Jan-10
44647,Raichur,Raichur,Onion,Onion,Small,800,1680,1300,2-Jan-10
44648,Raichur,Raichur,Onion,Onion,FAQ,800,1680,1300,2-Jan-10
47030,Shimoga,Shimoga,Onion,Onion,FAQ,850,1300,1200,2-Jan-10
49271,Tumkur,Tumkur,Onion,Other,Medium,850,1800,1600,2-Jan-10
14874,Belgaum,Belgaum,Onion,White,FAQ,300,1700,1500,3-Jan-10
14875,Belgaum,Belgaum,Onion,Pusa-Red,FAQ,280,2400,1600,3-Jan-10
35821,Bidar,Humanabad,Onion,Bombay (U.P.),Medium,800,1500,1000,3-Jan-10
8858,Bangalore,Bangalore,Onion,Onion,FAQ,500,1700,1100,4-Jan-10
14872,Belgaum,Belgaum,Onion,White,FAQ,300,1700,1500,4-Jan-10
14873,Belgaum,Belgaum,Onion,Pusa-Red,FAQ,280,2400,1600,4-Jan-10
15603,Shimoga,Bhadravathi,Onion,Onion,FAQ,1200,1200,1200,4-Jan-10
16569,Bijapur,Bijapur,Onion,Onion,FAQ,200,1700,1000,4-Jan-10
19984,Chikmagalur,Chikkamagalore,Onion,Other,FAQ,1600,1800,1700,4-Jan-10
22707,Davangere,Davangere,Onion,Onion,Medium,500,1800,1150,4-Jan-10
29070,Bellary,Hospet,Onion,Local,Medium,390,900,600,4-Jan-10
35204,Dharwad,Hubli (Amaragol),Onion,Local,FAQ,300,1750,1100,4-Jan-10
35205,Dharwad,Hubli (Amaragol),Onion,Puna,FAQ,500,2000,1300,4-Jan-10
36868,Chikmagalur,Kadur,Onion,Onion,FAQ,150,150,150,4-Jan-10
41885,Mysore,Mysore (Bandipalya),Onion,Other,FAQ,800,1200,1000,4-Jan-10
44645,Raichur,Raichur,Onion,Onion,Small,500,1560,900,4-Jan-10
44646,Raichur,Raichur,Onion,Onion,FAQ,500,1560,900,4-Jan-10
49270,Tumkur,Tumkur,Onion,Other,Medium,800,1800,1600,4-Jan-10
8857,Bangalore,Bangalore,Onion,Onion,FAQ,500,1700,1100,5-Jan-10
22706,Davangere,Davangere,Onion,Onion,Medium,500,1600,1050,5-Jan-10
29069,Bellary,Hospet,Onion,Local,Small,500,900,700,5-Jan-10
35202,Dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1470,900,5-Jan-10
35203,Dharwad,Hubli (Amaragol),Onion,Puna,FAQ,500,1800,1150,5-Jan-10
44643,Raichur,Raichur,Onion,Onion,Small,500,1396,970,5-Jan-10
44644,Raichur,Raichur,Onion,Onion,FAQ,500,1396,970,5-Jan-10
49269,Tumkur,Tumkur,Onion,Other,Medium,800,1900,1800,5-Jan-10
543,Hassan,Arasikere,Onion,Onion,Medium,800,1300,1200,6-Jan-10
8856,Bangalore,Bangalore,Onion,Onion,FAQ,500,1800,1300,6-Jan-10
14870,Belgaum,Belgaum,Onion,White,FAQ,300,1400,1200,6-Jan-10
14871,Belgaum,Belgaum,Onion,Pusa-Red,FAQ,250,2000,1400,6-Jan-10
18353,Kolar,Chickkaballapura,Onion,Beelary-Red,FAQ,500,1200,800,6-Jan-10
19983,Chikmagalur,Chikkamagalore,Onion,Other,FAQ,1432,1832,1632,6-Jan-10
22705,Davangere,Davangere,Onion,Onion,Medium,500,1600,1050,6-Jan-10
29068,Bellary,Hospet,Onion,Local,Medium,600,1200,1000,6-Jan-10
35199,Dharwad,Hubli (Amaragol),Onion,Local,FAQ,200,1550,825,6-Jan-10
35200,Dharwad,Hubli (Amaragol),Onion,Puna,FAQ,500,1750,1125,6-Jan-10
35201,Dharwad,Hubli (Amaragol),Onion,Telagi,FAQ,300,1650,875,6-Jan-10
35820,Bidar,Humanabad,Onion,Bombay (U.P.),Medium,750,1500,1000,6-Jan-10
41884,Mysore,Mysore (Bandipalya),Onion,Other,FAQ,800,1200,1100,6-Jan-10
