"Min,Max,Modal Price from Karnataka[Rice] from 01-Jan-2012To31-Dec-2012 (Total-8994) (Total-8994)",,,,,,,,,
Sl no.,District Name,Market Name,Commodity,Variety,Grade,Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Price Date
3351,Kolar,Chintamani,Rice,Broken Rice,FAQ,1220,1400,1325,1-Jan-12
3352,Kolar,Chintamani,Rice,Hansa,FAQ,1000,1700,1350,1-Jan-12
3353,Kolar,Chintamani,Rice,Sona,FAQ,1700,3050,2610,1-Jan-12
4407,Hassan,Holenarsipura,Rice,Broken Rice,FAQ,600,600,600,1-Jan-12
5071,Chikmagalur,Koppa,Rice,Jaya,FAQ,1950,2050,2000,1-Jan-12
865,Bangalore,Bangalore,Rice,Fine,FAQ,2600,3300,2800,2-Jan-12
866,Bangalore,Bangalore,Rice,Medium,FAQ,2400,2600,2500,2-Jan-12
867,Bangalore,Bangalore,Rice,Dappa,FAQ,1500,1800,1700,2-Jan-12
1478,Kolar,Bangarpet,Rice,Broken Rice,FAQ,1100,1320,1180,2-Jan-12
1479,Kolar,Bangarpet,Rice,Coarse (I.R.20),FAQ,1600,1900,1700,2-Jan-12
1785,Mangalore(Dakshin Kannad),Belthangdi,Rice,Kachha Basmati,FAQ,1800,2600,2200,2-Jan-12
1786,Mangalore(Dakshin Kannad),Belthangdi,Rice,Fine,FAQ,1800,2600,2200,2-Jan-12
2310,Bidar,Bidar,Rice,Broken Rice,FAQ,1045,1560,1470,2-Jan-12
2311,Bidar,Bidar,Rice,CR 1009 (Coarse) Boiled,FAQ,2215,3625,3505,2-Jan-12
3348,Kolar,Chintamani,Rice,Sona,FAQ,1690,3040,2600,2-Jan-12
3349,Kolar,Chintamani,Rice,Hansa,FAQ,1000,1650,1325,2-Jan-12
3350,Kolar,Chintamani,Rice,Broken Rice,FAQ,1210,1390,1320,2-Jan-12
4166,Gulbarga,Gulbarga,Rice,Broken Rice,FAQ,1305,1701,1450,2-Jan-12
4167,Gulbarga,Gulbarga,Rice,Fine,FAQ,2255,3150,2915,2-Jan-12
4216,Haveri,Hanagal,Rice,Coarse,FAQ,1400,1400,1400,2-Jan-12
4253,Hassan,Hassan,Rice,Broken Rice,FAQ,748,748,748,2-Jan-12
4723,Mysore,K.R.Nagar,Rice,Coarse,Medium,1540,1540,1540,2-Jan-12
4739,Chikmagalur,Kadur,Rice,Other,FAQ,2000,2000,2000,2-Jan-12
4860,Udupi,Karkala,Rice,Kachha Basmati,FAQ,1700,2400,2150,2-Jan-12
4906,Karwar(Uttar Kannad),Karwar,Rice,Coarse,FAQ,2300,2800,2500,2-Jan-12
6132,Mangalore(Dakshin Kannad),Mangalore,Rice,IR-8,FAQ,1760,1820,1800,2-Jan-12
6133,Mangalore(Dakshin Kannad),Mangalore,Rice,Kattasambar,FAQ,1940,2100,2000,2-Jan-12
6134,Mangalore(Dakshin Kannad),Mangalore,Rice,Fine,FAQ,2330,2375,2350,2-Jan-12
7053,Mysore,Mysore (Bandipalya),Rice,Fine,FAQ,2750,3350,3050,2-Jan-12
